,user-id,text,audioFileName,audioLength,commentMsg,language,AIF,TAADNM,SVIU,ICA,BIN,IA,VIROA
189,2400,குகைக் கல்வெட்டுகளில் இதை மிகுதியாகக் காணப்படுகிறது.,230340_2,5.308,Text is fine;,Tamil,0,0,0,0,0,0,0
190,2400,இதுவரை இது இசைக்கோவைகளை வெளியிட்டுள்ளது.,230339_2,5.436,Text is fine;,Tamil,0,0,0,0,0,0,0
191,2400,மேடை நாடகங்களில் நடிக்க ஆரம்பித்து கலைத்துறையில் நுழைந்தார்.,230338_2,6.587999999999999,Text is fine;,Tamil,0,0,0,0,0,0,0
192,2400,இது இயக்கவியலின் ஒரு பகுதியாகும்.,229635_2,4.9239999999999995,Text is fine;,Tamil,0,0,0,0,0,0,0
193,2400,என்பது அதன் பொருள்.,229268_2,4.0280000000000005,Text is fine;,Tamil,0,0,0,0,0,0,0
194,2400,சதவீதத்தை விட அதிகமாகும்.,229267_2,4.668,Text is fine;,Tamil,0,0,0,0,0,0,0
195,2400,வருவாய் அலுவலர் மட்டுமே உள் வட்ட அளவிலான விசாரணை அலுவலர் ஆவார்.,229266_2,7.1,Text is fine;,Tamil,0,0,0,0,0,0,0
196,2400,திருவிதாங்கோடு மக்கள் தொகையில் % ஆறு வயதுக்குட்பட்டோர் ஆவார்கள்.,229265_2,7.1,Text is fine;,Tamil,0,0,0,0,0,0,0
197,2400,ஆம் ஆண்டு நடந்த களில் வெண்கலப் பதக்கம் பெற்றார்.,229264_2,5.308,Text is fine;,Tamil,0,0,0,0,0,0,0
198,2400,புராணத்திற்கு இணையாக ஆங்கிலத்தில்என்ற சொல் வழங்கப்படுகிறது.,229263_2,7.1,Text is fine;,Tamil,0,0,0,0,0,0,0
199,2400,அணுவாற்றல் துறை இந்தியாவெங்கும் விண்வெளி ஆராய்ச்சிக்கு நிதியுதவி வழங்கியது.,229262_2,7.1,Text is fine;,Tamil,0,0,0,0,0,0,0
200,2400,"மீ தொலைவிலும், பாண்டிச்சேரி சுமார் கி.",229261_2,5.9479999999999995,Text is fine;,Tamil,0,0,0,0,0,0,0
201,2400,இவருக்கு சாந்தி மற்றும் தேன்மொழி என இரண்டு சகோதரிகள் உள்ளனர்.,229260_2,5.9479999999999995,Text is fine;,Tamil,0,0,0,0,0,0,0
202,2400,அதன் முன்னர் பரோடா அறிவியற் கல்லூரி என அறியப்பட்டிருந்தது.,229259_2,5.9479999999999995,Text is fine;,Tamil,0,0,0,0,0,0,0
203,2400,உருகிய ஆண்டிமனியை மெல்ல குளிர்விக்கும் போது அது முக்கோண அலகுகளாக படிகமாகின்றது.,229258_2,7.996,Text is fine;,Tamil,0,0,0,0,0,0,0
204,2400,"ஆம் ஆண்டில், லிவர்பூல் ஆம் ஆண்டிற்கான ஐரோப்பிய கலாச்சாரத் தலைநகரமாய் அறிவிக்கப்பட்டது.",229257_2,8.636000000000001,Text is fine;,Tamil,0,0,0,0,0,0,0
205,2400,"ராமண்ணா இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் ஸ்ரீராம், கே.",229190_2,6.587999999999999,Text is fine;,Tamil,0,0,0,0,0,0,0
206,2400,கோட்பாடுகளைத் தவிர்த்து இத்துறையின் வளர்ச்சிக்கு தரம் மற்றும் அளவு மிகவும் முக்கியமாகும்.,229189_2,8.252,Text is fine;,Tamil,0,0,0,0,0,0,0
207,2400,"இந்த நோய் இருக்கையில் யோனியில் குருதிப்பெருக்கு ஏற்படுவதுடன், இடுப்புப் பகுதியில் வலி ஏற்படலாம்.",229188_2,9.916,Text is fine;,Tamil,0,0,0,0,0,0,0
208,2400,அறிவியலிலும் தொழில் நுட்பத்திலும் வளர்ச்சி அடைந்த செவ்வாய்க் கிரகவாசிகள் பூமியைத் தாக்க வருகிறார்கள்.,229187_2,8.124,Text is fine;,Tamil,0,0,0,0,0,0,0
209,2400,திரபால்கர் இல்லம் இல் புத்தாயிரம் கோபுரக் கட்டிடத் திட்டத்தை ஒப்புதலுக்கு அனுப்பியது.,229186_2,8.508,Text is fine;,Tamil,0,0,0,0,0,0,0
210,2400,பத்மநாப புரம் திருவிதாங்கூர் சமஸ்தானத்தின் பழைய தலைநகரம்.,229156_2,6.332000000000001,Text is fine;,Tamil,0,0,0,0,0,0,0
211,2400,அரசியல் சட்டம் பிரிவு இதுபற்றி மொழிகிறது.,229155_2,5.82,Text is fine;,Tamil,0,0,0,0,0,0,0
212,2400,ஸ்பர்த்தாக்கசு என்ற பெயரில் போருக்கு எதிரான துண்டுப்பிரசுரங்களை எழுதிச் சட்டவிரோதமாக அச்சிட்டு வெளியிட்டார்கள்.,229154_2,9.66,Text is fine;,Tamil,0,0,0,0,0,0,0
213,2400,இல் குடியரசான பிறகு சுல்தான் ஒருவர் இல்லாத காரணத்தால் இது இசைக்கப்படுவதில்லை.,229153_2,7.867999999999999,Text is fine;,Tamil,0,0,0,0,0,0,0
214,2400,அது முதல் கி.,229152_2,4.412,Text is fine;,Tamil,0,0,0,0,0,0,0
215,2400,அதற்கு தகுந்தால் போல நிறை பசுக்கள் கிராமத்தில் காணப்படுகின்றன.,229151_2,7.612,Text is fine;,Tamil,0,0,0,0,0,0,0
216,2400,கில்பர்ட் இங்கிலாந்துக்குத் திரும்பு முன்னரே காலமானார்.,229150_2,6.332000000000001,Text is fine;,Tamil,0,0,0,0,0,0,0
217,2400,இவை அரசு குழுமங்கள்.,229149_2,5.18,Text is fine;,Tamil,0,0,0,0,0,0,0
218,2400,இதனால் கடல் நீர் உவர்ப்பு தன்மையாக உள்ளது.,229148_2,6.204,Text is fine;,Tamil,0,0,0,0,0,0,0
219,2400,அவரது நெருக்கமான பெண் தோழியாக பெர்னாண்டோ ஆலிவர் காணப்பட்டார்.,229147_2,8.636000000000001,Text is fine;,Tamil,0,0,0,0,0,0,0
220,2400,"இது வெப்பநிலையிலும், வளிமண்டலத்தின் அமைப்பிலும் தங்கியுள்ளது.",229146_2,7.228,Text is fine;,Tamil,0,0,0,0,0,0,0
221,2400,இது சங்ககாலத் தீர்ப்புகளில் ஒன்று.,229145_2,6.46,Text is fine;,Tamil,0,0,0,0,0,0,0
222,2400,"எனினும் வீடுகள் போன்ற சிறிய, எளிமையான கட்டிடங்களில் நிபுணர்களின் பங்களிப்புகள் குறைவாகவேயிருக்கும்.",229144_2,10.3,Text is fine;,Tamil,0,0,0,0,0,0,0
223,2400,லாங் ஆகியோர் வந்தடைந்தனர்.,229143_2,5.436,Text is fine;,Tamil,0,0,0,0,0,0,0
224,2400,"சோமு இயக்கத்தில் வெளிவந்த இத்திரைப்படத்தில் பிரேம்நசீர், எம்.",229142_2,8.508,Text is fine;,Tamil,0,0,0,0,0,0,0
225,2400,அக்டோபர் ஆம் நாள் அதிக யுஎஃப்ஒ கோப்புகள் வெளியாயின.,229141_2,8.764,Text is fine;,Tamil,0,0,0,0,0,0,0
226,2400,"கணவாய் பழுப்பு நிற திரவத்தினையும்,வெளி விடும்.",228240_2,7.996,Text is fine;,Tamil,2,0,0,0,2,0,0
227,2400,மேலும் அவர் திராவிடர் இயக்கத்தில் மிகுந்த ஈடுபாடு கொண்டார்.,228239_2,8.892000000000001,Text is fine;,Tamil,0,0,1,0,2,0,1
228,2400,குதிரை பூட்டிய தேரை ஓட்டும் இலக்கணம் சொல்லும் நூல் அக்காலத்தில் இருந்தது.,228238_2,9.404,Text is fine;,Tamil,1,0,2,0,1,0,0
229,2400,இதுவும் அண்டி வாழும் முறையே ஆகும்.,228237_2,13.116,Text is fine;,Tamil,0,1,0,0,0,0,0
699,1529,இரண்டும் வைகாசியில் திருவள்ளுவர் திருநாள் கொண்டாடுவதற்காகவே என்பதைக் காணலாம்.,230421_1,6.972,Text is fine;,Tamil,0,0,0,0,0,0,0
700,1529,"தொழிலாளர்களுக்கு வருமானம், நிறுவனம் அந்த உற்பத்தியில் இருந்து வருமானம் பெறும் முன்னரே தரகிறது.",230420_1,10.62,Text is fine;,Tamil,0,0,0,0,0,0,0
701,1529,மலேரியாவிற்கு சிகிச்சை அளிப்பதற்கு பல மருந்துகளின் பிரிவுகள் பயன்படுத்தப்படுகின்றன.,230419_1,8.316,Text is fine;,Tamil,0,0,0,0,0,0,0
702,1529,அதன் எல்லை முதல் ஆண்டுகளாக இருக்கிறது.,230418_1,6.14,Text is fine;,Tamil,0,0,0,0,0,0,0
703,1529,இவர் தமிழக அரசு பிற்படுத்தப்பட்டோர் ஆணையத்தின் உறுப்பினராக இருந்துள்ளார்.,230417_1,10.172,Text is fine;,Tamil,0,0,0,0,0,0,0
704,1529,துக்ளக் எப்போது என்ன செய்வார் என்று அவரால் அறிந்துகொள்ள முடியவில்லை.,230416_1,9.404,Text is fine;,Tamil,0,0,0,0,0,0,0
705,1529,ஐந்து தொழிற்சாலைகளுக்கு அங்கீகாரமும் அளிக்கப்பட்டுள்ளது.,230415_1,6.46,Text is fine;,Tamil,0,0,0,0,0,0,0
706,1529,"இங்கு புலி, சிறுத்தை மற்றும் பலவகையான மான்கள், முதலை போன்றவை அதிகமாக இருக்கின்றன.",230414_1,8.7,Text is fine;,Tamil,0,0,0,0,0,0,0
707,1529,பாடலாசிரியர் வாலி மற்றும் கண்மணி சுப்பு.,230413_1,6.204,Text is fine;,Tamil,0,0,0,0,0,0,0
